"geographic name, english","geographic name, french","georaphie type, english","georaphie type, french",census division code,economic region code,province code,canadian heritage region code,Total,"English mother tongue, adjusted","French mother tongue, adjusted","Other mother tongue, adjusted"
West Elgin,West Elgin,census subdivision,Subdivision de recensement,cd3534,er3560,pr35,pch03,"5,135","4,455",90,590
Chatham-Kent,Chatham-Kent,census subdivision,Subdivision de recensement,cd3536,er3570,pr35,pch03,"102,350","90,220","3,125","9,005"
Moravian 47,Moravian 47,census subdivision,Subdivision de recensement,cd3536,er3570,pr35,pch03,405,395, -   ,10
Pelee,Pelee,census subdivision,Subdivision de recensement,cd3537,er3570,pr35,pch03,175,160,5,10
Leamington,Leamington,census subdivision,Subdivision de recensement,cd3537,er3570,pr35,pch03,"27,870","16,984",447,"10,439"
Kingsville,Kingsville,census subdivision,Subdivision de recensement,cd3537,er3570,pr35,pch03,"21,065","17,039",334,"3,692"
Essex,Essex,census subdivision,Subdivision de recensement,cd3537,er3570,pr35,pch03,"19,320","17,419",492,"1,409"
Amherstburg,Amherstburg,census subdivision,Subdivision de recensement,cd3537,er3570,pr35,pch03,"21,410","19,027",739,"1,644"
LaSalle,LaSalle,census subdivision,Subdivision de recensement,cd3537,er3570,pr35,pch03,"28,535","23,105",875,"4,555"
Windsor,Windsor,census subdivision,Subdivision de recensement,cd3537,er3570,pr35,pch03,"208,830","145,267","6,054","57,509"
Tecumseh,Tecumseh,census subdivision,Subdivision de recensement,cd3537,er3570,pr35,pch03,"23,395","18,443","1,108","3,845"
Lakeshore,Lakeshore,census subdivision,Subdivision de recensement,cd3537,er3570,pr35,pch03,"34,365","28,273","2,823","3,270"
St. Clair,St. Clair,census subdivision,Subdivision de recensement,cd3538,er3570,pr35,pch03,"14,500","13,840",240,420
Dawn-Euphemia,Dawn-Euphemia,census subdivision,Subdivision de recensement,cd3538,er3570,pr35,pch03,"2,045","1,823",10,213
Brooke-Alvinston,Brooke-Alvinston,census subdivision,Subdivision de recensement,cd3538,er3570,pr35,pch03,"2,555","2,385",20,150
Enniskillen,Enniskillen,census subdivision,Subdivision de recensement,cd3538,er3570,pr35,pch03,"2,800","2,675",33,93
Oil Springs,Oil Springs,census subdivision,Subdivision de recensement,cd3538,er3570,pr35,pch03,700,690,5,5
Petrolia,Petrolia,census subdivision,Subdivision de recensement,cd3538,er3570,pr35,pch03,"5,380","5,083",110,188
Sarnia 45,Sarnia 45,census subdivision,Subdivision de recensement,cd3538,er3570,pr35,pch03,640,620,3,18
Sarnia,Sarnia,census subdivision,Subdivision de recensement,cd3538,er3570,pr35,pch03,"71,570","63,261","2,036","6,273"
Point Edward,Point Edward,census subdivision,Subdivision de recensement,cd3538,er3570,pr35,pch03,"2,035","1,900",53,83
Plympton-Wyoming,Plympton-Wyoming,census subdivision,Subdivision de recensement,cd3538,er3570,pr35,pch03,"7,575","7,032",107,437
Lambton Shores,Lambton Shores,census subdivision,Subdivision de recensement,cd3538,er3570,pr35,pch03,"10,540","9,735",120,685
Warwick,Warwick,census subdivision,Subdivision de recensement,cd3538,er3570,pr35,pch03,"3,610","3,318",38,255
Kettle Point 44,Kettle Point 44,census subdivision,Subdivision de recensement,cd3538,er3570,pr35,pch03,935,925, -   ,10
Newbury,Newbury,census subdivision,Subdivision de recensement,cd3539,er3560,pr35,pch03,450,420,5,25
Southwest Middlesex,Southwest Middlesex,census subdivision,Subdivision de recensement,cd3539,er3560,pr35,pch03,"5,795","5,460",53,283
Strathroy-Caradoc,Strathroy-Caradoc,census subdivision,Subdivision de recensement,cd3539,er3560,pr35,pch03,"20,345","17,670",210,"2,465"
Chippewas of the Thames First Nation 42,Chippewas of the Thames First Nation 42,census subdivision,Subdivision de recensement,cd3539,er3560,pr35,pch03,760,750, -   ,10
Munsee-Delaware Nation 1,Munsee-Delaware Nation 1,census subdivision,Subdivision de recensement,cd3539,er3560,pr35,pch03,160,160, -   , -   
Thames Centre,Thames Centre,census subdivision,Subdivision de recensement,cd3539,er3560,pr35,pch03,"12,995","11,743",108,"1,145"
Middlesex Centre,Middlesex Centre,census subdivision,Subdivision de recensement,cd3539,er3560,pr35,pch03,"16,160","14,605",170,"1,385"
London,London,census subdivision,Subdivision de recensement,cd3539,er3560,pr35,pch03,"362,260","284,730","5,423","72,108"
North Middlesex,North Middlesex,census subdivision,Subdivision de recensement,cd3539,er3560,pr35,pch03,"6,435","6,022",44,369
Adelaide-Metcalfe,Adelaide-Metcalfe,census subdivision,Subdivision de recensement,cd3539,er3560,pr35,pch03,"3,030","2,680",30,320
Lucan Biddulph,Lucan Biddulph,census subdivision,Subdivision de recensement,cd3539,er3560,pr35,pch03,"4,305","4,100",40,165
South Huron,South Huron,census subdivision,Subdivision de recensement,cd3540,er3580,pr35,pch03,"9,780","9,065",88,628
Bluewater,Bluewater,census subdivision,Subdivision de recensement,cd3540,er3580,pr35,pch03,"6,910","6,415",108,388
Central Huron,Central Huron,census subdivision,Subdivision de recensement,cd3540,er3580,pr35,pch03,"7,595","6,995",68,533
Goderich,Goderich,census subdivision,Subdivision de recensement,cd3540,er3580,pr35,pch03,"7,390","7,035",88,268
Huron East,Huron East,census subdivision,Subdivision de recensement,cd3540,er3580,pr35,pch03,"9,135","8,532",59,544
Howick,Howick,census subdivision,Subdivision de recensement,cd3540,er3580,pr35,pch03,"3,820","2,933",15,873
Morris-Turnberry,Morris-Turnberry,census subdivision,Subdivision de recensement,cd3540,er3580,pr35,pch03,"3,275","2,908",18,350
North Huron,North Huron,census subdivision,Subdivision de recensement,cd3540,er3580,pr35,pch03,"4,875","4,638",15,223
Ashfield-Colborne-Wawanosh,Ashfield-Colborne-Wawanosh,census subdivision,Subdivision de recensement,cd3540,er3580,pr35,pch03,"5,565","4,670",40,855
South Bruce,South Bruce,census subdivision,Subdivision de recensement,cd3541,er3580,pr35,pch03,"5,680","5,368",18,295
Huron-Kinloss,Huron-Kinloss,census subdivision,Subdivision de recensement,cd3541,er3580,pr35,pch03,"6,710","5,735",60,915
Kincardine,Kincardine,census subdivision,Subdivision de recensement,cd3541,er3580,pr35,pch03,"11,050","9,938",205,908
Brockton,Brockton,census subdivision,Subdivision de recensement,cd3541,er3580,pr35,pch03,"9,240","8,853",58,330
Arran-Elderslie,Arran-Elderslie,census subdivision,Subdivision de recensement,cd3541,er3580,pr35,pch03,"6,750","6,243",45,463
Saugeen Shores,Saugeen Shores,census subdivision,Subdivision de recensement,cd3541,er3580,pr35,pch03,"12,445","11,473",198,775
South Bruce Peninsula,South Bruce Peninsula,census subdivision,Subdivision de recensement,cd3541,er3580,pr35,pch03,"8,285","7,878",50,358
Saugeen 29,Saugeen 29,census subdivision,Subdivision de recensement,cd3541,er3580,pr35,pch03,730,628, -   ,103
Northern Bruce Peninsula,Northern Bruce Peninsula,census subdivision,Subdivision de recensement,cd3541,er3580,pr35,pch03,"3,705","3,438",58,210
West Grey,West Grey,census subdivision,Subdivision de recensement,cd3542,er3580,pr35,pch03,"12,155","11,308",80,768
Southgate,Southgate,census subdivision,Subdivision de recensement,cd3542,er3580,pr35,pch03,"7,195","6,007",72,"1,117"
Grey Highlands,Grey Highlands,census subdivision,Subdivision de recensement,cd3542,er3580,pr35,pch03,"9,460","8,473",103,885
Hanover,Hanover,census subdivision,Subdivision de recensement,cd3542,er3580,pr35,pch03,"7,255","6,798",65,393
Chatsworth,Chatsworth,census subdivision,Subdivision de recensement,cd3542,er3580,pr35,pch03,"6,370","5,640",48,683
The Blue Mountains,The Blue Mountains,census subdivision,Subdivision de recensement,cd3542,er3580,pr35,pch03,"6,400","5,830",73,498
Meaford,Meaford,census subdivision,Subdivision de recensement,cd3542,er3580,pr35,pch03,"10,905","10,243",118,545
Georgian Bluffs,Georgian Bluffs,census subdivision,Subdivision de recensement,cd3542,er3580,pr35,pch03,"10,380","9,893",78,410
Owen Sound,Owen Sound,census subdivision,Subdivision de recensement,cd3542,er3580,pr35,pch03,"20,850","19,808",238,805
Adjala-Tosorontio,Adjala-Tosorontio,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"10,600","9,385",165,"1,050"
Clearview,Clearview,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"13,575","12,807",179,589
New Tecumseth,New Tecumseth,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"29,880","26,847",484,"2,549"
Springwater,Springwater,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"18,130","16,632",364,"1,134"
Bradford West Gwillimbury,Bradford West Gwillimbury,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"27,735","20,981",378,"6,376"
Severn,Severn,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"12,350","11,613",183,555
Innisfil,Innisfil,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"33,075","29,396",523,"3,156"
Ramara,Ramara,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"9,270","8,492",124,654
Essa,Essa,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"18,480","16,120","1,158","1,203"
Oro-Medonte,Oro-Medonte,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"20,055","18,613",285,"1,158"
Collingwood,Collingwood,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"18,880","17,432",254,"1,194"
Barrie,Barrie,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"134,145","117,843","3,378","12,925"
Mnjikaning First Nation 32 (Rama First Nation 32),Mnjikaning First Nation 32 (Rama First Nation 32),census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,865,763,5,98
Orillia,Orillia,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"29,715","27,297",424,"1,994"
Wasaga Beach,Wasaga Beach,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"17,510","14,890",408,"2,213"
Tiny,Tiny,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"11,205","8,770","1,265","1,170"
Tay,Tay,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"9,675","8,940",233,503
Penetanguishene,Penetanguishene,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"8,550","7,258",978,315
Midland,Midland,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"16,135","14,499",732,904
Gravenhurst,Gravenhurst,census subdivision,Subdivision de recensement,cd3544,er3520,pr35,pch03,"10,600","9,949",129,522
Bracebridge,Bracebridge,census subdivision,Subdivision de recensement,cd3544,er3520,pr35,pch03,"15,035","14,178",185,673
Lake of Bays,Lake of Bays,census subdivision,Subdivision de recensement,cd3544,er3520,pr35,pch03,"3,285","3,040",48,198
Huntsville,Huntsville,census subdivision,Subdivision de recensement,cd3544,er3520,pr35,pch03,"18,820","17,700",295,825
Muskoka Lakes,Muskoka Lakes,census subdivision,Subdivision de recensement,cd3544,er3520,pr35,pch03,"6,325","5,963",73,290
Georgian Bay,Georgian Bay,census subdivision,Subdivision de recensement,cd3544,er3520,pr35,pch03,"2,130","1,918",53,160
Moose Point 79,Moose Point 79,census subdivision,Subdivision de recensement,cd3544,er3520,pr35,pch03,210,200, -   ,10
Highlands East,Highlands East,census subdivision,Subdivision de recensement,cd3546,er3520,pr35,pch03,"3,250","3,048",53,150
Minden Hills,Minden Hills,census subdivision,Subdivision de recensement,cd3546,er3520,pr35,pch03,"5,595","5,202",69,324
Algonquin Highlands,Algonquin Highlands,census subdivision,Subdivision de recensement,cd3546,er3520,pr35,pch03,"2,160","2,003",23,135
Dysart and Others,Dysart and Others,census subdivision,Subdivision de recensement,cd3546,er3520,pr35,pch03,"5,900","5,555",63,283
Arnprior,Arnprior,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"8,020","7,423",343,255
McNab/Braeside,McNab/Braeside,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"7,360","6,915",255,190
Greater Madawaska,Greater Madawaska,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"2,490","2,290",100,100
"Brudenell, Lyndoch and Raglan","Brudenell, Lyndoch and Raglan",census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"1,650","1,515",48,88
Madawaska Valley,Madawaska Valley,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"4,165","3,439",62,664
"Killaloe, Hagarty and Richards","Killaloe, Hagarty and Richards",census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"2,395","2,109",47,239
Bonnechere Valley,Bonnechere Valley,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"3,765","3,493",115,158
Pikwakanagan (Golden Lake 39),Pikwakanagan (Golden Lake 39),census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,435,408,10,18
Admaston/Bromley,Admaston/Bromley,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"2,845","2,713",43,90
Horton,Horton,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"2,725","2,570",90,65
Renfrew,Renfrew,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"7,810","7,315",258,238
Whitewater Region,Whitewater Region,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"6,770","6,140",313,318
Pembroke,Pembroke,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"13,655","12,152","1,012",492
North Algona Wilberforce,North Algona Wilberforce,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"2,875","2,662",89,124
Laurentian Valley,Laurentian Valley,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"9,655","8,715",585,355
Petawawa,Petawawa,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"15,985","14,118","1,395",473
Laurentian Hills,Laurentian Hills,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"2,810","2,553",180,78
Deep River,Deep River,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"4,150","3,443",198,510
"Head, Clara and Maria","Head, Clara and Maria",census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,235,215,15,5
South Algonquin,South Algonquin,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"1,215","1,168",15,33
Papineau-Cameron,Papineau-Cameron,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,980,693,255,33
Mattawan,Mattawan,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,160,105,50,5
Mattawa,Mattawa,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"1,935","1,245",663,28
Calvin,Calvin,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,565,468,83,15
Bonfield,Bonfield,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"2,010","1,393",588,30
Chisholm,Chisholm,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"1,265",928,200,138
East Ferris,East Ferris,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"4,370","3,218","1,060",93
North Bay,North Bay,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"52,860","42,816","7,741","2,303"
West Nipissing / Nipissing Ouest,West Nipissing / Nipissing Ouest,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"13,960","4,740","8,988",233
Temagami,Temagami,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,825,712,79,34
Nipissing 10,Nipissing 10,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"1,455","1,128",220,108
"Nipissing, Unorganized, South Part","Nipissing, Unorganized, South Part",census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,80,50,25,5
"Nipissing, Unorganized, North Part","Nipissing, Unorganized, North Part",census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"1,845","1,465",340,40
Seguin,Seguin,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"3,985","3,663",43,280
The Archipelago,The Archipelago,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,560,498,5,58
McMurrich/Monteith,McMurrich/Monteith,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,785,725,20,40
Perry,Perry,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"2,315","2,180",35,100
Kearney,Kearney,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,855,777,19,59
Armour,Armour,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"1,365","1,280",25,60
Burk's Falls,Burk's Falls,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,960,925,15,20
Ryerson,Ryerson,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,635,598,8,30
McKellar,McKellar,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"1,135","1,028",15,93
McDougall,McDougall,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"2,705","2,500",60,145
Parry Sound,Parry Sound,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"6,070","5,730",110,230
Carling,Carling,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"1,255","1,093",20,143
Whitestone,Whitestone,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,920,843,20,58
Magnetawan,Magnetawan,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"1,455","1,303",25,128
Strong,Strong,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"1,340","1,273",18,50
Sundridge,Sundridge,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,970,898,18,55
